dtype	Disease	DiseaseID	starScore	UniprotID
JensenLab Text Mining	Pancytopenia	DOID:12450	1.6	Q8NFN8
JensenLab Text Mining	Vitelliform macular dystrophy	DOID:0050661	2.6	Q8NFU0
JensenLab Text Mining	Patau syndrome	DOID:11665	1.6	Q8NFU0
JensenLab Text Mining	Vitelliform macular dystrophy	DOID:0050661	2.8	Q8NFU1
JensenLab Text Mining	Bestrophinopathy	DOID:0050662	2.1	Q8NFU1
JensenLab Text Mining	Anhidrosis	DOID:11156	1.6	Q8NFU1
JensenLab Experiment DistiLD	Crohn's disease	DOID:8778	2	Q8NFU5
JensenLab Text Mining	Panic disorder	DOID:594	1.8	Q8NG92
JensenLab Text Mining	Periventricular nodular heterotopia	DOID:0050454	1.7	Q8NG92
JensenLab Experiment DistiLD	Acquired metabolic disease	DOID:0060158	2	Q8NGB4
JensenLab Text Mining	Mucoepidermoid carcinoma	DOID:4531	1.7	Q8NGB8
JensenLab Experiment DistiLD	Hemolytic anemia	DOID:583	2	Q8NGF3
JensenLab Experiment DistiLD	Lymphoma	DOID:0060058	2	Q8NGF6
JensenLab Text Mining	Major depressive disorder	DOID:1470	1.5	Q8NGF8
JensenLab Text Mining	Cervical dystonia	DOID:0050840	2.1	Q8NGF9
JensenLab Experiment DistiLD	Hemolytic anemia	DOID:583	2	Q8NGH8
JensenLab Text Mining	Oropharynx cancer	DOID:8557	2	Q8NGI0
JensenLab Experiment DistiLD	Hemolytic anemia	DOID:583	2	Q8NGJ2
JensenLab Experiment DistiLD	Hemolytic anemia	DOID:583	2	Q8NGJ4
JensenLab Experiment DistiLD	Hemolytic anemia	DOID:583	2	Q8NGJ5
JensenLab Text Mining	Anorexia nervosa	DOID:8689	1.7	Q8NGJ5
JensenLab Text Mining	Anorexia nervosa	DOID:8689	1.8	Q8NGJ6
JensenLab Text Mining	Anorexia nervosa	DOID:8689	1.8	Q8NGJ7
JensenLab Experiment DistiLD	Hemolytic anemia	DOID:583	2	Q8NGK2
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q8NGL0
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q8NGL1
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q8NGL6
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q8NGM1
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q8NGN0
JensenLab Experiment DistiLD	Cardiovascular system disease	DOID:1287	2	Q8NGN8
JensenLab Experiment DistiLD	Globe disease	DOID:1242	2	Q8NGP4
JensenLab Experiment DistiLD	Orofacial cleft	DOID:0050567	1	Q8NGP9
JensenLab Experiment DistiLD	Disease of anatomical entity	DOID:7	2	Q8NGR5
JensenLab Text Mining	Colorectal adenoma	DOID:0050860	1.7	Q8NGR6
JensenLab Text Mining	Fleck corneal dystrophy	DOID:0060448	2.2	Q8NGS2
JensenLab Text Mining	Distal arthrogryposis	DOID:0050646	2.2	Q8NGS2
JensenLab Experiment DistiLD	Gout	DOID:13189	1	Q8NGS7
JensenLab Experiment DistiLD	Acquired metabolic disease	DOID:0060158	2	Q8NGV0
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q8NGX5
JensenLab Text Mining	Pain agnosia	DOID:0060145	1.6	Q8NGX6
JensenLab Experiment DistiLD	Peripheral vascular disease	DOID:341	2	Q8NGY1
JensenLab Text Mining	Pulmonary edema	DOID:11396	1.6	Q8NGY1
JensenLab Text Mining	Pulmonary edema	DOID:11396	1.6	Q8NGY3
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q8NGY5
JensenLab Text Mining	Pulmonary hypertension	DOID:6432	1.5	Q8NH03
JensenLab Text Mining	Pancreatic ductal carcinoma	DOID:3587	2.2	Q8NH59
JensenLab Experiment DistiLD	Hemolytic anemia	DOID:583	2	Q8NH60
JensenLab Text Mining	Anorexia nervosa	DOID:8689	1.6	Q8NH60
JensenLab Experiment DistiLD	Hemolytic anemia	DOID:583	2	Q8NH67
JensenLab Text Mining	Papillary carcinoma	DOID:3113	1.6	Q8NH72
JensenLab Experiment DistiLD	Lymphoid leukemia	DOID:10747	2	Q8NH85
JensenLab Text Mining	Male infertility	DOID:12336	1.6	Q8NH85
JensenLab Text Mining	Gastroenteritis	DOID:2326	1.6	Q8NH94
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q8NHC7
JensenLab Text Mining	Central neurocytoma	DOID:14174	2.3	Q8NHC7
JensenLab Knowledge UniProtKB-KW	Neurodegenerative disease	DOID:1289	4	Q8NI60
JensenLab Text Mining	Cerebellar ataxia	DOID:0050753	2.6	Q8NI60
JensenLab Text Mining	Multiple acyl-CoA dehydrogenase deficiency	DOID:0060358	2	Q8NI60
JensenLab Text Mining	Spastic ataxia	DOID:0050952	1.6	Q8NI60
JensenLab Text Mining	Median arcuate ligament syndrome	DOID:9892	2.1	Q8TAS1
JensenLab Text Mining	Dracunculiasis	DOID:14418	1.9	Q8TAS1
JensenLab Text Mining	Echinococcosis	DOID:1496	1.6	Q8TAS1
JensenLab Knowledge GHR	Rheumatoid arthritis	DOID:7148	5	Q8TBX8
JensenLab Text Mining	Neuroendocrine carcinoma	DOID:1800	1.7	Q8TCB6
JensenLab Text Mining	Retinitis pigmentosa	DOID:10584	1.7	Q8TCT0
JensenLab Text Mining	cone-rod dystrophy	DOID:0050572	1.6	Q8TCT0
JensenLab Experiment DistiLD	Cardiovascular system disease	DOID:1287	2	Q8TCU5
JensenLab Text Mining	Schizophrenia	DOID:5419	1.8	Q8TCU5
JensenLab Text Mining	Ectopic pregnancy	DOID:0060329	1.9	Q8TCW9
JensenLab Text Mining	Sleeping sickness	DOID:10112	2.1	Q8TD08
JensenLab Text Mining	Nephronophthisis	DOID:12712	2.5	Q8TD19
JensenLab Text Mining	Polycystic kidney disease	DOID:898	2.3	Q8TD19
JensenLab Text Mining	Cystic kidney disease	DOID:2975	2.2	Q8TD19
JensenLab Text Mining	Ciliopathy	DOID:0060340	1.9	Q8TD19
JensenLab Text Mining	Senior-Loken syndrome	DOID:0050576	1.8	Q8TD19
JensenLab Knowledge GHR	Brugada syndrome	DOID:0050451	5	Q8TD43
JensenLab Text Mining	Right bundle branch block	DOID:13209	1.9	Q8TD43
JensenLab Text Mining	Cerebrovascular disease	DOID:6713	1.5	Q8TD43
JensenLab Text Mining	Rabies	DOID:11260	1.8	Q8TDC3
JensenLab Text Mining	Premature ovarian failure	DOID:5426	1.5	Q8TDC3
JensenLab Text Mining	Gangliosidosis	DOID:2368	2.8	Q8TDD5
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q8TDI7
JensenLab Text Mining	Epidermodysplasia verruciformis	DOID:13777	2.1	Q8TDI7
JensenLab Knowledge GHR	Nonsyndromic deafness	DOID:0050563	5	Q8TDI8
JensenLab Text Mining	Sensorineural hearing loss	DOID:10003	2.3	Q8TDI8
JensenLab Text Mining	Hodgkin's lymphoma, nodular sclerosis	DOID:8838	2.2	Q8TDI8
JensenLab Text Mining	Toxic megacolon	DOID:1770	1.6	Q8TDI8
JensenLab Knowledge UniProtKB-KW	cone-rod dystrophy	DOID:0050572	4	Q8TDN2
JensenLab Experiment DistiLD	Atherosclerosis	DOID:1936	2	Q8TDN2
JensenLab Text Mining	Cone dystrophy	DOID:0050795	3.3	Q8TDN2
JensenLab Text Mining	Bradyopsia	DOID:0050335	2.6	Q8TDN2
JensenLab Text Mining	Occult macular dystrophy	DOID:0050578	2	Q8TDN2
JensenLab Text Mining	Megalocornea	DOID:0060305	1.7	Q8TDN2
JensenLab Text Mining	Lipid metabolism disorder	DOID:3146	2.1	Q8TDS4
JensenLab Text Mining	Atherosclerosis	DOID:1936	1.7	Q8TDS4
JensenLab Text Mining	Pellagra	DOID:8457	1.7	Q8TDS4
JensenLab Text Mining	Meningitis	DOID:9471	1.7	Q8TDS7
JensenLab Text Mining	estrogen-receptor positive breast cancer	DOID:0060075	1.8	Q8TDT2
JensenLab Text Mining	Cholestasis	DOID:13580	2.1	Q8TDU6
JensenLab Text Mining	Sclerosing cholangitis	DOID:14268	2	Q8TDU6
JensenLab Text Mining	Obesity	DOID:9970	1.9	Q8TDU6
JensenLab Text Mining	Diabetes mellitus	DOID:9351	1.9	Q8TDU6
JensenLab Text Mining	Metabolic syndrome X	DOID:14221	1.8	Q8TDU6
JensenLab Text Mining	Fatty liver disease	DOID:9452	1.8	Q8TDU6
JensenLab Text Mining	Leber congenital amaurosis	DOID:14791	1.7	Q8TDU6
JensenLab Text Mining	Liver disease	DOID:409	1.6	Q8TDU6
JensenLab Text Mining	Cicatricial entropion	DOID:13113	2.3	Q8TDV2
JensenLab Text Mining	Median neuropathy	DOID:571	2.2	Q8TDV2
JensenLab Text Mining	Liver cirrhosis	DOID:5082	2	Q8TDV2
JensenLab Text Mining	protein-energy malnutrition	DOID:11801	1.7	Q8TDV2
JensenLab Text Mining	Bloom syndrome	DOID:2717	1.5	Q8TDV2
JensenLab Text Mining	Diabetes mellitus	DOID:9351	2.2	Q8TDV5
JensenLab Text Mining	Obesity	DOID:9970	1.5	Q8TDV5
JensenLab Knowledge UniProtKB-KW	Visceral heterotaxy	DOID:0050545	4	Q8TDX9
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q8TDX9
JensenLab Text Mining	Polycystic kidney disease	DOID:898	2	Q8TDX9
JensenLab Text Mining	Situs inversus	DOID:758	1.7	Q8TDX9
JensenLab Text Mining	Primary ciliary dyskinesia	DOID:9562	1.6	Q8TDX9
JensenLab Text Mining	Pantothenate kinase-associated neurodegeneration	DOID:3981	3.3	Q8TE04
JensenLab Text Mining	Dystonia	DOID:543	2.2	Q8TE04
JensenLab Text Mining	Myoepithelial carcinoma	DOID:4838	1.6	Q8TE04
JensenLab Experiment DistiLD	Parkinson's disease	DOID:14330	1	Q8TE23
JensenLab Experiment DistiLD	Multiple sclerosis	DOID:2377	1	Q8TE23
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q8TE23
JensenLab Text Mining	Dental caries	DOID:216	2.1	Q8TE23
JensenLab Text Mining	Diabetes mellitus	DOID:9351	1.5	Q8TE23
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q8TEA7
JensenLab Text Mining	Meniere's disease	DOID:9849	1.5	Q8TF76
JensenLab Text Mining	Night blindness	DOID:8499	2.4	Q8WTQ7
JensenLab Text Mining	Retinitis pigmentosa	DOID:10584	2.3	Q8WTQ7
JensenLab Text Mining	Fundus dystrophy	DOID:8501	1.7	Q8WTQ7
JensenLab Text Mining	Leber congenital amaurosis	DOID:14791	1.7	Q8WTQ7
JensenLab Experiment DistiLD	Psoriasis	DOID:8893	1	Q8WU08
JensenLab Experiment DistiLD	Acquired metabolic disease	DOID:0060158	1	Q8WWG9
JensenLab Experiment DistiLD	Lymphoid leukemia	DOID:10747	1	Q8WWG9
JensenLab Text Mining	Atrial fibrillation	DOID:0060224	2	Q8WWG9
JensenLab Text Mining	Long QT syndrome	DOID:2843	1.6	Q8WWG9
JensenLab Text Mining	Hypokalemic periodic paralysis	DOID:14452	1.5	Q8WWG9
JensenLab Text Mining	Cryptorchidism	DOID:11383	3.4	Q8WXD0
JensenLab Text Mining	Testicular cancer	DOID:2998	1.9	Q8WXD0
JensenLab Text Mining	Infertility	DOID:5223	1.7	Q8WXD0
JensenLab Knowledge GHR	Usher syndrome	DOID:0050439	5	Q8WXG9
JensenLab Knowledge UniProtKB-KW	Retinitis pigmentosa	DOID:10584	4	Q8WXG9
JensenLab Experiment DistiLD	Osteoporosis	DOID:11476	2	Q8WXG9
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q8WXG9
JensenLab Experiment COSMIC	Liver cancer	DOID:3571	1	Q8WXG9
JensenLab Text Mining	Nonsyndromic deafness	DOID:0050563	1.8	Q8WXG9
JensenLab Text Mining	Blindness	DOID:1432	1.6	Q8WXG9
JensenLab Text Mining	Epilepsy	DOID:1826	1.5	Q8WXG9
JensenLab Text Mining	Entropion	DOID:12397	2.2	Q8WXR4
JensenLab Text Mining	Intracranial aneurysm	DOID:10941	1.6	Q8WXR4
JensenLab Text Mining	Cancer	DOID:162	1.7	Q8WXS4
JensenLab Text Mining	Dental caries	DOID:216	1.6	Q8WXS4
JensenLab Text Mining	Gastroschisis	DOID:11044	1.5	Q8WXS4
JensenLab Knowledge UniProtKB-KW	Cardiomyopathy	DOID:0050700	4	Q8WZ42
JensenLab Knowledge GHR	limb-girdle muscular dystrophy	DOID:11724	5	Q8WZ42
JensenLab Knowledge GHR	Hypertrophic cardiomyopathy	DOID:11984	5	Q8WZ42
JensenLab Knowledge GHR	Dilated cardiomyopathy	DOID:12930	5	Q8WZ42
JensenLab Experiment DistiLD	Heart conduction disease	DOID:10273	1	Q8WZ42
JensenLab Experiment COSMIC	Endometrial cancer	DOID:1380	1	Q8WZ42
JensenLab Experiment COSMIC	Breast cancer	DOID:1612	1	Q8WZ42
JensenLab Experiment COSMIC	Pancreatic cancer	DOID:1793	1	Q8WZ42
JensenLab Experiment COSMIC	Melanoma	DOID:1909	1	Q8WZ42
JensenLab Experiment COSMIC	DOID:2627	DOID:2627	1	Q8WZ42
JensenLab Experiment COSMIC	Kidney cancer	DOID:263	1	Q8WZ42
JensenLab Experiment COSMIC	Carcinoma	DOID:305	2	Q8WZ42
JensenLab Experiment COSMIC	Liver cancer	DOID:3571	1	Q8WZ42
JensenLab Experiment COSMIC	Skin cancer	DOID:4159	1	Q8WZ42
JensenLab Experiment COSMIC	Large intestine cancer	DOID:5672	1	Q8WZ42
JensenLab Text Mining	Myasthenia gravis	DOID:437	2.9	Q8WZ42
JensenLab Text Mining	Thymoma	DOID:3275	2.7	Q8WZ42
JensenLab Text Mining	Myopathy	DOID:423	2.6	Q8WZ42
JensenLab Text Mining	Primary cutaneous amyloidosis	DOID:0050639	2.3	Q8WZ42
JensenLab Text Mining	Meconium aspiration syndrome	DOID:11049	2.1	Q8WZ42
JensenLab Text Mining	Respiratory failure	DOID:11162	1.6	Q8WZ42
JensenLab Knowledge UniProtKB-KW	Congenital hemolytic anemia	DOID:589	4	Q92508
JensenLab Text Mining	Anemia	DOID:2355	2.1	Q92508
JensenLab Text Mining	Splenic infarction	DOID:2533	1.6	Q92508
JensenLab Experiment DistiLD	Heart disease	DOID:114	2	Q92519
JensenLab Experiment DistiLD	Dental caries	DOID:216	2	Q92519
JensenLab Text Mining	Narcolepsy	DOID:8986	2.3	Q92519
JensenLab Text Mining	Autosomal dominant hypophosphatemic rickets	DOID:0050948	1.6	Q92551
JensenLab Knowledge UniProtKB-KW	Cancer	DOID:162	4	Q92570
JensenLab Text Mining	Chondrosarcoma	DOID:3371	2.6	Q92570
JensenLab Text Mining	Fetal adenoma	DOID:8102	2.2	Q92570
JensenLab Text Mining	Myoepithelioma	DOID:2661	1.9	Q92570
JensenLab Text Mining	Sarcoma	DOID:1115	1.7	Q92570
JensenLab Text Mining	Endometrial stromal nodule	DOID:1373	1.7	Q92570
JensenLab Text Mining	Myxoid liposarcoma	DOID:5363	1.5	Q92570
JensenLab Text Mining	Myoepithelial carcinoma	DOID:4838	1.5	Q92570
JensenLab Text Mining	Down syndrome	DOID:14250	1.7	Q92630
JensenLab Experiment DistiLD	Corneal disease	DOID:10124	2	Q92633
JensenLab Text Mining	Cancer	DOID:162	1.8	Q92633
JensenLab Text Mining	Pulmonary fibrosis	DOID:3770	1.5	Q92633
JensenLab Text Mining	Cancer	DOID:162	3	Q92731
JensenLab Text Mining	Endometriosis	DOID:289	2.4	Q92731
JensenLab Text Mining	Osteoporosis	DOID:11476	2.4	Q92731
JensenLab Text Mining	Vascular disease	DOID:178	2	Q92731
JensenLab Text Mining	Infertility	DOID:5223	1.9	Q92731
JensenLab Text Mining	Ovarian dysfunction	DOID:1414	1.7	Q92731
JensenLab Text Mining	Male infertility	DOID:12336	1.6	Q92731
JensenLab Text Mining	Transsexualism	DOID:10919	1.6	Q92731
JensenLab Text Mining	Alzheimer's disease	DOID:10652	1.6	Q92731
JensenLab Text Mining	Idiopathic scoliosis	DOID:0060250	1.5	Q92731
JensenLab Knowledge GHR	Arrhythmogenic right ventricular cardiomyopathy	DOID:0050431	5	Q92736
JensenLab Knowledge UniProtKB-KW	Cardiomyopathy	DOID:0050700	4	Q92736
JensenLab Experiment DistiLD	Lymphoid leukemia	DOID:10747	1	Q92736
JensenLab Text Mining	Heart disease	DOID:114	2.9	Q92736
JensenLab Experiment COSMIC	Breast cancer	DOID:1612	1	Q92736
JensenLab Experiment COSMIC	Kidney cancer	DOID:263	1	Q92736
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q92736
JensenLab Experiment COSMIC	Liver cancer	DOID:3571	1	Q92736
JensenLab Experiment DistiLD	Muscle tissue disease	DOID:66	2	Q92736
JensenLab Text Mining	Malignant hyperthermia	DOID:8545	2.6	Q92736
JensenLab Text Mining	Long QT syndrome	DOID:2843	2.4	Q92736
JensenLab Text Mining	Myopathy	DOID:423	1.7	Q92736
JensenLab Text Mining	Myocardial infarction	DOID:5844	1.7	Q92736
JensenLab Experiment DistiLD	Refractive error	DOID:9835	2	Q92753
JensenLab Text Mining	Periventricular nodular heterotopia	DOID:0050454	1.7	Q92753
JensenLab Text Mining	Bipolar disorder	DOID:3312	1.6	Q92753
JensenLab Text Mining	Meckel syndrome	DOID:0050778	1.8	Q92772
JensenLab Text Mining	Joubert syndrome	DOID:0050777	1.6	Q92772
JensenLab Text Mining	Schnyder corneal dystrophy	DOID:0060456	1.8	Q92806
JensenLab Text Mining	Alcohol dependence	DOID:0050741	1.8	Q92806
JensenLab Text Mining	Pain agnosia	DOID:0060145	1.7	Q92806
JensenLab Text Mining	Morphine dependence	DOID:2560	1.5	Q92806
JensenLab Experiment DistiLD	Acquired metabolic disease	DOID:0060158	2	Q92847
JensenLab Text Mining	Gastroparesis	DOID:11914	2.6	Q92847
JensenLab Text Mining	Obesity	DOID:9970	2.4	Q92847
JensenLab Text Mining	Anorexia nervosa	DOID:8689	2.1	Q92847
JensenLab Text Mining	Ileus	DOID:8440	1.9	Q92847
JensenLab Text Mining	Prader-Willi syndrome	DOID:11983	1.9	Q92847
JensenLab Text Mining	Dyspepsia	DOID:2321	1.8	Q92847
JensenLab Text Mining	Diabetes mellitus	DOID:9351	1.7	Q92847
JensenLab Experiment DistiLD	Multiple sclerosis	DOID:2377	1	Q92953
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q92953
JensenLab Knowledge UniProtKB-KW	Klinefelter's syndrome	DOID:1921	4	Q969F8
JensenLab Text Mining	Hypogonadism	DOID:1924	2.7	Q969F8
JensenLab Text Mining	Hypogonadotropism	DOID:7455	2.3	Q969F8
JensenLab Text Mining	Infertility	DOID:5223	1.9	Q969F8
JensenLab Text Mining	Cancer	DOID:162	1.6	Q969F8
JensenLab Text Mining	Cryptorchidism	DOID:11383	1.6	Q969F8
JensenLab Text Mining	Amenorrhea	DOID:13938	1.5	Q969F8
JensenLab Experiment DistiLD	Macular degeneration	DOID:4448	1	Q969V1
JensenLab Text Mining	Allergic hypersensitivity disease	DOID:1205	1.8	Q969V1
JensenLab Text Mining	Obesity	DOID:9970	1.6	Q969V1
JensenLab Text Mining	Atypical depressive disorder	DOID:12294	1.6	Q969V1
JensenLab Text Mining	Intestinal schistosomiasis	DOID:0050597	2	Q96AM1
JensenLab Text Mining	Ileitis	DOID:0060189	1.8	Q96AM1
JensenLab Knowledge UniProtKB-KW	Neurodegenerative disease	DOID:1289	4	Q96C11
JensenLab Knowledge UniProtKB-KW	Amyotrophic lateral sclerosis	DOID:332	4	Q96C11
JensenLab Experiment DistiLD	Essential hypertension	DOID:10825	2	Q96C45
JensenLab Experiment DistiLD	Multiple myeloma	DOID:9538	2	Q96C45
JensenLab Text Mining	Stormorken syndrome	DOID:0060354	2.6	Q96D31
JensenLab Text Mining	Severe combined immunodeficiency	DOID:627	1.8	Q96D31
JensenLab Text Mining	Cancer	DOID:162	1.6	Q96D31
JensenLab Text Mining	Nephrotic syndrome	DOID:1184	1.9	Q96D53
JensenLab Text Mining	Multiple acyl-CoA dehydrogenase deficiency	DOID:0060358	1.7	Q96D53
JensenLab Text Mining	Herpes simplex	DOID:8566	1.8	Q96D96
JensenLab Text Mining	Retinitis	DOID:3612	1.6	Q96D96
JensenLab Text Mining	Cancer	DOID:162	2	Q96DB9
JensenLab Text Mining	Intracranial hypotension	DOID:4723	1.9	Q96DB9
JensenLab Knowledge GHR	Kawasaki disease	DOID:13378	5	Q96DU7
JensenLab Text Mining	Vasculitis	DOID:865	2.2	Q96DU7
JensenLab Text Mining	Narcolepsy	DOID:8986	2.3	Q96G91
JensenLab Text Mining	Central sleep apnea	DOID:9220	1.6	Q96G91
JensenLab Text Mining	Kummell's disease	DOID:6603	2.3	Q96G91
JensenLab Text Mining	Enterocele	DOID:1283	2	Q96G91
JensenLab Text Mining	Sickle cell anemia	DOID:10923	1.7	Q96G91
JensenLab Text Mining	Obesity	DOID:9970	1.5	Q96G91
JensenLab Text Mining	Cancer	DOID:162	2.6	Q96GD4
JensenLab Text Mining	Hypertension	DOID:10763	2.8	Q96J92
JensenLab Text Mining	Kidney disease	DOID:557	2.4	Q96J92
JensenLab Text Mining	Metabolic acidosis	DOID:0050758	2.2	Q96J92
JensenLab Text Mining	Hypokalemia	DOID:4500	1.5	Q96J92
JensenLab Text Mining	Bullous keratopathy	DOID:11031	3	Q96KB5
JensenLab Text Mining	Cancer	DOID:162	1.8	Q96KB5
JensenLab Text Mining	Keratoconus	DOID:10126	1.8	Q96KB5
JensenLab Text Mining	Fuchs' endothelial dystrophy	DOID:11555	1.6	Q96KB5
JensenLab Text Mining	Cataract	DOID:83	1.6	Q96KB5
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	Q96KG9
JensenLab Knowledge UniProtKB-KW	Neurodegenerative disease	DOID:1289	4	Q96KG9
JensenLab Knowledge UniProtKB-KW	Autosomal dominant cerebellar ataxia	DOID:1441	4	Q96KG9
JensenLab Text Mining	Lymphoma	DOID:0060058	2.3	Q96KG9
JensenLab Text Mining	Exophthalmos	DOID:9370	1.6	Q96KG9
JensenLab Text Mining	Orbit lymphoma	DOID:9986	1.5	Q96KG9
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q96L34
JensenLab Experiment DistiLD	Osteoporosis	DOID:11476	1	Q96L42
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q96L42
JensenLab Text Mining	Exudative vitreoretinopathy	DOID:0050535	1.8	Q96L42
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q96L96
JensenLab Experiment DistiLD	Ulcerative colitis	DOID:8577	2	Q96LA9
JensenLab Text Mining	Bullous keratopathy	DOID:11031	2.2	Q96LB0
JensenLab Text Mining	Urticaria	DOID:1555	1.8	Q96LB1
JensenLab Experiment DistiLD	Attention deficit hyperactivity disorder	DOID:1094	2	Q96MA6
JensenLab Experiment DistiLD	Amyotrophic lateral sclerosis	DOID:332	2	Q96NX5
JensenLab Experiment DistiLD	Ulcerative colitis	DOID:8577	1	Q96NX5
JensenLab Experiment DistiLD	Obesity	DOID:9970	1	Q96NX5
JensenLab Text Mining	Fetal alcohol spectrum disorder	DOID:0050696	1.8	Q96NX5
JensenLab Text Mining	Male infertility	DOID:12336	2.4	Q96P56
JensenLab Text Mining	Infertility	DOID:5223	2	Q96P56
JensenLab Text Mining	Congenital dyserythropoietic anemia	DOID:1338	1.7	Q96P56
JensenLab Text Mining	Sensorineural hearing loss	DOID:10003	1.6	Q96P56
JensenLab Text Mining	Nonsyndromic deafness	DOID:0050563	1.5	Q96P56
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q96P66
JensenLab Text Mining	Acromegaly	DOID:2449	2.2	Q96P66
JensenLab Text Mining	Adenoma	DOID:657	1.7	Q96P66
JensenLab Text Mining	McCune Albright syndrome	DOID:1858	1.7	Q96P66
JensenLab Text Mining	Carney complex	DOID:0050471	1.6	Q96P66
JensenLab Text Mining	Hormone producing pituitary cancer	DOID:5716	1.6	Q96P66
JensenLab Experiment DistiLD	Rheumatoid arthritis	DOID:7148	2	Q96PC2
JensenLab Text Mining	Arteriovenous malformation	DOID:11294	1.7	Q96PE1
JensenLab Text Mining	Male infertility	DOID:12336	2.1	Q96PF2
JensenLab Text Mining	Infertility	DOID:5223	1.8	Q96PF2
JensenLab Text Mining	Oligospermia	DOID:14228	2.1	Q96PN8
JensenLab Text Mining	Azoospermia	DOID:14227	1.5	Q96PN8
JensenLab Experiment DistiLD	Organ system cancer	DOID:0050686	1	Q96PR1
JensenLab Experiment DistiLD	Osteoporosis	DOID:11476	1	Q96PR1
JensenLab Experiment DistiLD	Cognitive disorder	DOID:1561	2	Q96PR1
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q96PR1
JensenLab Experiment DistiLD	Type 2 diabetes mellitus	DOID:9352	1	Q96PR1
JensenLab Text Mining	Spinocerebellar ataxia type 13	DOID:0050963	2.4	Q96PR1
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q96PY6
JensenLab Text Mining	Polycystic kidney disease	DOID:898	2.3	Q96PY6
JensenLab Text Mining	Polydactyly	DOID:1148	2.2	Q96PY6
JensenLab Text Mining	Sensenbrenner syndrome	DOID:0050577	2	Q96PY6
JensenLab Text Mining	Asphyxiating thoracic dystrophy	DOID:0050592	1.7	Q96PY6
JensenLab Text Mining	Ciliopathy	DOID:0060340	1.7	Q96PY6
JensenLab Text Mining	Ellis-Van Creveld syndrome	DOID:12714	1.6	Q96PY6
JensenLab Text Mining	Acrofacial dysostosis	DOID:0060379	1.5	Q96PY6
JensenLab Text Mining	Syndactyly	DOID:11193	1.5	Q96PY6
JensenLab Text Mining	Breast cancer	DOID:1612	1.6	Q96Q04
JensenLab Text Mining	Ullrich congenital muscular dystrophy	DOID:0050558	2.1	Q96Q15
JensenLab Experiment DistiLD	Agranulocytosis	DOID:12987	1	Q96QP1
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q96QP1
JensenLab Experiment DistiLD	Obesity	DOID:9970	1	Q96QP1
JensenLab Text Mining	Gout	DOID:13189	2.3	Q96QP1
JensenLab Knowledge UniProtKB-KW	Neurodegenerative disease	DOID:1289	4	Q96QT4
JensenLab Knowledge UniProtKB-KW	Parkinson's disease	DOID:14330	4	Q96QT4
JensenLab Knowledge UniProtKB-KW	Amyotrophic lateral sclerosis	DOID:332	4	Q96QT4
JensenLab Experiment DistiLD	Heart conduction disease	DOID:10273	1	Q96QT4
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q96QT4
JensenLab Text Mining	Ophthalmomyiasis	DOID:0050268	2.4	Q96QT4
JensenLab Text Mining	Dementia	DOID:1307	1.9	Q96QT4
JensenLab Text Mining	Vascular disease	DOID:178	1.8	Q96QT4
JensenLab Text Mining	Cancer	DOID:162	1.6	Q96QT4
JensenLab Text Mining	Sweat gland carcinoma	DOID:5667	1.9	Q96QZ0
JensenLab Text Mining	Pontocerebellar hypoplasia	DOID:0060264	1.5	Q96QZ0
JensenLab Text Mining	Pineoblastoma	DOID:1664	2.3	Q96R67
JensenLab Text Mining	Childhood medulloblastoma	DOID:3869	2.2	Q96R67
JensenLab Text Mining	Neuroectodermal tumor	DOID:171	1.7	Q96R67
JensenLab Text Mining	Atrophic gastritis	DOID:8929	1.6	Q96RD1
JensenLab Text Mining	Cerebrovascular disease	DOID:6713	1.9	Q96RD7
JensenLab Text Mining	Brain disease	DOID:936	1.5	Q96RD7
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q96RG2
JensenLab Knowledge UniProtKB-KW	Intrahepatic cholestasis	DOID:1852	4	Q96RI1
