uniprot	sym	idgfam	tdl	name
O60928	KCNJ13	IC	Tbio	Inward rectifier potassium channel 13
Q9NPI9	KCNJ16	IC	Tbio	Inward rectifier potassium channel 16
P16389	KCNA2	IC	Tclin	Potassium voltage-gated channel subfamily A member 2
Q969F8	KISS1R	GPCR	Tchem	KiSS-1 receptor
Q13572	ITPK1	Kinase	Tbio	Inositol-tetrakisphosphate 1-kinase
Q9UIJ7	AK3	Kinase	Tbio	GTP:AMP phosphotransferase AK3, mitochondrial
Q9Y6K8	AK5	Kinase	Tbio	Adenylate kinase isoenzyme 5
Q8N752	CSNK1A1L	Kinase	Tchem	Casein kinase I isoform alpha-like
P48729	CSNK1A1	Kinase	Tchem	Casein kinase I isoform alpha
Q14722	KCNAB1	IC	Tbio	Voltage-gated potassium channel subunit beta-1
O43448	KCNAB3	IC	Tdark	Voltage-gated potassium channel subunit beta-3
B7U540	KCNJ18	IC	Tdark	Inward rectifier potassium channel 18
Q9Y691	KCNMB2	IC	Tbio	Calcium-activated potassium channel subunit beta-2
P22001	KCNA3	IC	Tclin	Potassium voltage-gated channel subfamily A member 3
Q96RP8	KCNA7	IC	Tclin	Potassium voltage-gated channel subfamily A member 7
Q14003	KCNC3	IC	Tclin	Potassium voltage-gated channel subfamily C member 3
P63252	KCNJ2	IC	Tbio	Inward rectifier potassium channel 2
P57789	KCNK10	IC	Tclin	Potassium channel subfamily K member 10
Q9H427	KCNK15	IC	Tbio	Potassium channel subfamily K member 15
P51787	KCNQ1	IC	Tclin	Potassium voltage-gated channel subfamily KQT member 1
Q9ULS6	KCNS2	IC	Tclin	Potassium voltage-gated channel subfamily S member 2
Q16322	KCNA10	IC	Tclin	Potassium voltage-gated channel subfamily A member 10
Q14012	CAMK1	Kinase	Tchem	Calcium/calmodulin-dependent protein kinase type 1
Q92953	KCNB2	IC	Tclin	Potassium voltage-gated channel subfamily B member 2
P48547	KCNC1	IC	Tclin	Potassium voltage-gated channel subfamily C member 1
Q9Y6J6	KCNE2	IC	Tbio	Potassium voltage-gated channel subfamily E member 2
Q9UJ96	KCNG2	IC	Tclin	Potassium voltage-gated channel subfamily G member 2
Q8NCM2	KCNH5	IC	Tclin	Potassium voltage-gated channel subfamily H member 5
P48051	KCNJ6	IC	Tchem	G protein-activated inward rectifier potassium channel 2
Q15842	KCNJ8	IC	Tbio	ATP-sensitive inward rectifier potassium channel 8
Q9NPC2	KCNK9	IC	Tclin	Potassium channel subfamily K member 9
Q9HB15	KCNK12	IC	Tbio	Potassium channel subfamily K member 12
Q9HB14	KCNK13	IC	Tbio	Potassium channel subfamily K member 13
Q7Z418	KCNK18	IC	Tclin	Potassium channel subfamily K member 18
Q9BQ31	KCNS3	IC	Tclin	Potassium voltage-gated channel subfamily S member 3
Q5JUK3	KCNT1	IC	Tchem	Potassium channel subfamily T member 1
Q6PIU1	KCNV1	IC	Tclin	Potassium voltage-gated channel subfamily V member 1
P12277	CKB	Kinase	Tbio	Creatine kinase B-type
P06732	CKM	Kinase	Tbio	Creatine kinase M-type
P12532	CKMT1A	Kinase	Tbio	Creatine kinase U-type, mitochondrial
Q03426	MVK	Kinase	Tbio	Mevalonate kinase
P41743	PRKCI	Kinase	Tchem	Protein kinase C iota type
Q5TCS8	AK9	Kinase	Tbio	Adenylate kinase 9
Q9HCP0	CSNK1G1	Kinase	Tchem	Casein kinase I isoform gamma-1
Q16566	CAMK4	Kinase	Tchem	Calcium/calmodulin-dependent protein kinase type IV
Q9NZI2	KCNIP1	IC	Tbio	Kv channel-interacting protein 1
Q9UNX9	KCNJ14	IC	Tdark	ATP-sensitive inward rectifier potassium channel 14
Q9NPA1	KCNMB3	IC	Tbio	Calcium-activated potassium channel subunit beta-3
P22459	KCNA4	IC	Tclin	Potassium voltage-gated channel subfamily A member 4
P22460	KCNA5	IC	Tclin	Potassium voltage-gated channel subfamily A member 5
Q9UIX4	KCNG1	IC	Tclin	Potassium voltage-gated channel subfamily G member 1
Q9ULD8	KCNH3	IC	Tclin	Potassium voltage-gated channel subfamily H member 3
Q9UQ05	KCNH4	IC	Tclin	Potassium voltage-gated channel subfamily H member 4
P48549	KCNJ3	IC	Tbio	G protein-activated inward rectifier potassium channel 1
Q9NYG8	KCNK4	IC	Tbio	Potassium channel subfamily K member 4
Q9Y257	KCNK6	IC	Tbio	Potassium channel subfamily K member 6
Q9H2S1	KCNN2	IC	Tchem	Small conductance calcium-activated potassium channel protein 2
O43525	KCNQ3	IC	Tclin	Potassium voltage-gated channel subfamily KQT member 3
Q9NR82	KCNQ5	IC	Tclin	Potassium voltage-gated channel subfamily KQT member 5
A8MYU2	KCNU1	IC	Tbio	Potassium channel subfamily U member 1
P52333	JAK3	Kinase	Tclin	Tyrosine-protein kinase JAK3
P27144	AK4	Kinase	Tbio	Adenylate kinase 4, mitochondrial
Q13557	CAMK2D	Kinase	Tchem	Calcium/calmodulin-dependent protein kinase type II subunit delta
Q14500	KCNJ12	IC	Tbio	ATP-sensitive inward rectifier potassium channel 12
Q99712	KCNJ15	IC	Tbio	ATP-sensitive inward rectifier potassium channel 15
Q14721	KCNB1	IC	Tclin	Potassium voltage-gated channel subfamily B member 1
Q9NZV8	KCND2	IC	Tclin	Potassium voltage-gated channel subfamily D member 2
Q9Y6H6	KCNE3	IC	Tbio	Potassium voltage-gated channel subfamily E member 3
Q9H3M0	KCNF1	IC	Tclin	Potassium voltage-gated channel subfamily F member 1
Q8TAE7	KCNG3	IC	Tclin	Potassium voltage-gated channel subfamily G member 3
Q12809	KCNH2	IC	Tclin	Potassium voltage-gated channel subfamily H member 2
P48048	KCNJ1	IC	Tchem	ATP-sensitive inward rectifier potassium channel 1
Q6UVM3	KCNT2	IC	Tbio	Potassium channel subfamily T member 2
Q8TDN2	KCNV2	IC	Tclin	Potassium voltage-gated channel subfamily V member 2
P17540	CKMT2	Kinase	Tbio	Creatine kinase S-type, mitochondrial
Q96NX5	CAMK1G	Kinase	Tchem	Calcium/calmodulin-dependent protein kinase type 1G
Q86W47	KCNMB4	IC	Tbio	Calcium-activated potassium channel subunit beta-4
Q96PR1	KCNC2	IC	Tclin	Potassium voltage-gated channel subfamily C member 2
Q03721	KCNC4	IC	Tclin	Potassium voltage-gated channel subfamily C member 4
P15382	KCNE1	IC	Tbio	Potassium voltage-gated channel subfamily E member 1
Q9H252	KCNH6	IC	Tclin	Potassium voltage-gated channel subfamily H member 6
Q9NS40	KCNH7	IC	Tclin	Potassium voltage-gated channel subfamily H member 7
P48544	KCNJ5	IC	Tbio	G protein-activated inward rectifier potassium channel 4
Q9Y2U2	KCNK7	IC	Tdark	Potassium channel subfamily K member 7
Q96T54	KCNK17	IC	Tbio	Potassium channel subfamily K member 17
Q92952	KCNN1	IC	Tchem	Small conductance calcium-activated potassium channel protein 1
Q15139	PRKD1	Kinase	Tchem	Serine/threonine-protein kinase D1
O94806	PRKD3	Kinase	Tchem	Serine/threonine-protein kinase D3
Q04759	PRKCQ	Kinase	Tchem	Protein kinase C theta type
P11801	PSKH1	Kinase	Tdark	Serine/threonine-protein kinase H1
P14618	PKM	Kinase	Tchem	Pyruvate kinase PKM
Q9UBS0	RPS6KB2	Kinase	Tchem	Ribosomal protein S6 kinase beta-2
P43405	SYK	Kinase	Tchem	Tyrosine-protein kinase SYK
P17252	PRKCA	Kinase	Tchem	Protein kinase C alpha type
Q02156	PRKCE	Kinase	Tchem	Protein kinase C epsilon type
Q05513	PRKCZ	Kinase	Tchem	Protein kinase C zeta type
Q15418	RPS6KA1	Kinase	Tchem	Ribosomal protein S6 kinase alpha-1
O75676	RPS6KA4	Kinase	Tchem	Ribosomal protein S6 kinase alpha-4
O75582	RPS6KA5	Kinase	Tchem	Ribosomal protein S6 kinase alpha-5
P23443	RPS6KB1	Kinase	Tchem	Ribosomal protein S6 kinase beta-1
Q6VAB6	KSR2	Kinase	Tbio	Kinase suppressor of Ras 2
O75473	LGR5	GPCR	Tbio	Leucine-rich repeat-containing G-protein coupled receptor 5
Q13237	PRKG2	Kinase	Tchem	cGMP-dependent protein kinase 2
Q16774	GUK1	Kinase	Tbio	Guanylate kinase
P50053	KHK	Kinase	Tchem	Ketohexokinase
P30613	PKLR	Kinase	Tbio	Pyruvate kinase PKLR
Q9UK32	RPS6KA6	Kinase	Tchem	Ribosomal protein S6 kinase alpha-6
P23919	DTYMK	Kinase	Tbio	Thymidylate kinase
Q96S38	RPS6KC1	Kinase	Tdark	Ribosomal protein S6 kinase delta-1
Q13976	PRKG1	Kinase	Tchem	cGMP-dependent protein kinase 1
P04183	TK1	Kinase	Tchem	Thymidine kinase, cytosolic
Q8N5S9	CAMKK1	Kinase	Tchem	Calcium/calmodulin-dependent protein kinase kinase 1
Q96RR4	CAMKK2	Kinase	Tchem	Calcium/calmodulin-dependent protein kinase kinase 2
P46019	PHKA2	Kinase	Tbio	Phosphorylase b kinase regulatory subunit alpha, liver isoform
Q9BZL6	PRKD2	Kinase	Tchem	Serine/threonine-protein kinase D2
Q9HA64	FN3KRP	Kinase	Tbio	Ketosamine-3-kinase
O95835	LATS1	Kinase	Tchem	Serine/threonine-protein kinase LATS1
Q05655	PRKCD	Kinase	Tclin	Protein kinase C delta type
P05129	PRKCG	Kinase	Tchem	Protein kinase C gamma type
P24723	PRKCH	Kinase	Tchem	Protein kinase C eta type
Q9NRM7	LATS2	Kinase	Tchem	Serine/threonine-protein kinase LATS2
Q9HBX8	LGR6	GPCR	Tbio	Leucine-rich repeat-containing G-protein coupled receptor 6
P53671	LIMK2	Kinase	Tchem	LIM domain kinase 2
Q38SD2	LRRK1	Kinase	Tbio	Leucine-rich repeat serine/threonine-protein kinase 1
P43657	LPAR6	GPCR	Tchem	Lysophosphatidic acid receptor 6
P06239	LCK	Kinase	Tclin	Tyrosine-protein kinase Lck
Q15349	RPS6KA2	Kinase	Tchem	Ribosomal protein S6 kinase alpha-2
P51812	RPS6KA3	Kinase	Tchem	Ribosomal protein S6 kinase alpha-3
Q9BXB1	LGR4	GPCR	Tbio	Leucine-rich repeat-containing G-protein coupled receptor 4
Q96Q04	LMTK3	Kinase	Tbio	Serine/threonine-protein kinase LMTK3
Q99677	LPAR4	GPCR	Tchem	Lysophosphatidic acid receptor 4
P05771	PRKCB	Kinase	Tchem	Protein kinase C beta type
Q96QS6	PSKH2	Kinase	Tdark	Serine/threonine-protein kinase H2
Q8IVT5	KSR1	Kinase	Tbio	Kinase suppressor of Ras 1
P53667	LIMK1	Kinase	Tchem	LIM domain kinase 1
P07948	LYN	Kinase	Tclin	Tyrosine-protein kinase Lyn
Q5VT99	LRRC38	IC	Tdark	Leucine-rich repeat-containing protein 38
Q99705	MCHR1	GPCR	Tchem	Melanin-concentrating hormone receptor 1
Q8TDD5	MCOLN3	IC	Tbio	Mucolipin-3
Q9Y4K4	MAP4K5	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase kinase 5
P20794	MAK	Kinase	Tchem	Serine/threonine-protein kinase MAK
Q16644	MAPKAPK3	Kinase	Tchem	MAP kinase-activated protein kinase 3
P27448	MARK3	Kinase	Tchem	MAP/microtubule affinity-regulating kinase 3
P41968	MC3R	GPCR	Tchem	Melanocortin receptor 3
Q02779	MAP3K10	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 10
Q12852	MAP3K12	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 12
Q6ZN16	MAP3K15	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 15
P41279	MAP3K8	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 8
Q8IVH8	MAP4K3	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase kinase 3
P49137	MAPKAPK2	Kinase	Tchem	MAP kinase-activated protein kinase 2
Q8IW41	MAPKAPK5	Kinase	Tchem	MAP kinase-activated protein kinase 5
Q9P0L2	MARK1	Kinase	Tchem	Serine/threonine-protein kinase MARK1
Q7KZI7	MARK2	Kinase	Tchem	Serine/threonine-protein kinase MARK2
Q96L34	MARK4	Kinase	Tchem	MAP/microtubule affinity-regulating kinase 4
O60307	MAST3	Kinase	Tchem	Microtubule-associated serine/threonine-protein kinase 3
P04201	MAS1	GPCR	Tbio	Proto-oncogene Mas
O43318	MAP3K7	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 7
Q12851	MAP4K2	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase kinase 2
Q9HBW0	LPAR2	GPCR	Tchem	Lysophosphatidic acid receptor 2
Q9H1C0	LPAR5	GPCR	Tchem	Lysophosphatidic acid receptor 5
P22888	LHCGR	GPCR	Tclin	Lutropin-choriogonadotropic hormone receptor
Q15722	LTB4R	GPCR	Tchem	Leukotriene B4 receptor 1
Q9NPC1	LTB4R2	GPCR	Tbio	Leukotriene B4 receptor 2
Q6ZMQ8	AATK	Kinase	Tbio	Serine/threonine-protein kinase LMTK1
Q8IWU2	LMTK2	Kinase	Tbio	Serine/threonine-protein kinase LMTK2
Q9UBY5	LPAR3	GPCR	Tchem	Lysophosphatidic acid receptor 3
Q2I0M4	LRRC26	IC	Tbio	Leucine-rich repeat-containing protein 26
Q6ZSA7	LRRC55	IC	Tdark	Leucine-rich repeat-containing protein 55
P29376	LTK	Kinase	Tchem	Leukocyte tyrosine kinase receptor
O43283	MAP3K13	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 13
Q99558	MAP3K14	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 14
Q9Y2U5	MAP3K2	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 2
Q99683	MAP3K5	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 5
P80192	MAP3K9	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 9
Q92633	LPAR1	GPCR	Tchem	Lysophosphatidic acid receptor 1
Q16584	MAP3K11	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 11
Q13233	MAP3K1	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 1
O95382	MAP3K6	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 6
Q56UN5	MAP3K19	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 19
Q99759	MAP3K3	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 3
Q9Y6R4	MAP3K4	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase 4
Q8N7C0	LRRC52	IC	Tdark	Leucine-rich repeat-containing protein 52
Q5S007	LRRK2	Kinase	Tchem	Leucine-rich repeat serine/threonine-protein kinase 2
P35410	MAS1L	GPCR	Tbio	Mas-related G-protein coupled receptor MRG
Q9Y2H9	MAST1	Kinase	Tchem	Microtubule-associated serine/threonine-protein kinase 1
Q6P0Q8	MAST2	Kinase	Tbio	Microtubule-associated serine/threonine-protein kinase 2
Q5TCX8	MAP3K21	Kinase	Tdark	Mitogen-activated protein kinase kinase kinase MLK4
Q92918	MAP4K1	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase kinase 1
O95819	MAP4K4	Kinase	Tchem	Mitogen-activated protein kinase kinase kinase kinase 4
O15021	MAST4	Kinase	Tbio	Microtubule-associated serine/threonine-protein kinase 4
P32245	MC4R	GPCR	Tchem	Melanocortin receptor 4
P42679	MATK	Kinase	Tchem	Megakaryocyte-associated tyrosine-protein kinase
P08235	NR3C2	NR	Tclin	Mineralocorticoid receptor
Q14680	MELK	Kinase	Tchem	Maternal embryonic leucine zipper kinase
P08581	MET	Kinase	Tclin	Hepatocyte growth factor receptor
Q969V1	MCHR2	GPCR	Tchem	Melanin-concentrating hormone receptor 2
Q8IZK6	MCOLN2	IC	Tbio	Mucolipin-2
Q9GZU1	MCOLN1	IC	Tbio	Mucolipin-1
Q8NE86	MCU	IC	Tbio	Calcium uniporter protein, mitochondrial
Q12866	MERTK	Kinase	Tchem	Tyrosine-protein kinase Mer
P52564	MAP2K6	Kinase	Tchem	Dual specificity mitogen-activated protein kinase kinase 6
Q96LA9	MRGPRX4	GPCR	Tdark	Mas-related G-protein coupled receptor member X4
P46734	MAP2K3	Kinase	Tchem	Dual specificity mitogen-activated protein kinase kinase 3
Q96AM1	MRGPRF	GPCR	Tdark	Mas-related G-protein coupled receptor member F
O43193	MLNR	GPCR	Tchem	Motilin receptor
Q6DT37	CDC42BPG	Kinase	Tchem	Serine/threonine-protein kinase MRCK gamma
Q9UQ07	MOK	Kinase	Tbio	MAPK/MAK/MRK overlapping kinase
Q01726	MC1R	GPCR	Tclin	Melanocyte-stimulating hormone receptor
O14733	MAP2K7	Kinase	Tchem	Dual specificity mitogen-activated protein kinase kinase 7
Q15049	MLC1	IC	Tbio	Membrane protein MLC1
Q96LB0	MRGPRX3	GPCR	Tdark	Mas-related G-protein coupled receptor member X3
Q9HBH9	MKNK2	Kinase	Tchem	MAP kinase-interacting serine/threonine-protein kinase 2
P00540	MOS	Kinase	Tbio	Proto-oncogene serine/threonine-protein kinase mos
Q02750	MAP2K1	Kinase	Tclin	Dual specificity mitogen-activated protein kinase kinase 1
P45985	MAP2K4	Kinase	Tchem	Dual specificity mitogen-activated protein kinase kinase 4
Q8N4C8	MINK1	Kinase	Tchem	Misshapen-like kinase 1
Q15759	MAPK11	Kinase	Tchem	Mitogen-activated protein kinase 11
P36507	MAP2K2	Kinase	Tclin	Dual specificity mitogen-activated protein kinase kinase 2
Q9BUB5	MKNK1	Kinase	Tchem	MAP kinase-interacting serine/threonine-protein kinase 1
Q8NB16	MLKL	Kinase	Tbio	Mixed lineage kinase domain-like protein
Q13585	GPR50	GPCR	Tbio	Melatonin-related receptor
P42345	MTOR	Kinase	Tclin	Serine/threonine-protein kinase mTOR
P49286	MTNR1B	GPCR	Tclin	Melatonin receptor type 1B
Q8NEV4	MYO3A	Kinase	Tchem	Myosin-IIIa
O15146	MUSK	Kinase	Tchem	Muscle, skeletal receptor tyrosine-protein kinase
Q32MK0	MYLK3	Kinase	Tchem	Myosin light chain kinase 3
Q15746	MYLK	Kinase	Tchem	Myosin light chain kinase, smooth muscle
Q8TDS7	MRGPRD	GPCR	Tbio	Mas-related G-protein coupled receptor member D
Q86SM8	MRGPRE	GPCR	Tbio	Mas-related G-protein coupled receptor member E
Q96LB1	MRGPRX2	GPCR	Tbio	Mas-related G-protein coupled receptor member X2
Q5VT25	CDC42BPA	Kinase	Tchem	Serine/threonine-protein kinase MRCK alpha
Q9Y5S2	CDC42BPB	Kinase	Tchem	Serine/threonine-protein kinase MRCK beta
Q86SM5	MRGPRG	GPCR	Tdark	Mas-related G-protein coupled receptor member G
Q96LB2	MRGPRX1	GPCR	Tchem	Mas-related G-protein coupled receptor member X1
Q9H1R3	MYLK2	Kinase	Tchem	Myosin light chain kinase 2, skeletal/cardiac muscle
Q86YV6	MYLK4	Kinase	Tchem	Myosin light chain kinase family member 4
O95544	NADK	Kinase	Tbio	NAD kinase
P48039	MTNR1A	GPCR	Tclin	Melatonin receptor type 1A
Q4G0N4	NADK2	Kinase	Tbio	NAD kinase 2, mitochondrial
Q8WXR4	MYO3B	Kinase	Tchem	Myosin-IIIb
Q9HC98	NEK6	Kinase	Tchem	Serine/threonine-protein kinase Nek6
Q9UJ70	NAGK	Kinase	Tbio	N-acetyl-D-glucosamine kinase
Q8IZF0	NALCN	IC	Tbio	Sodium leak channel non-selective protein
Q8NG66	NEK11	Kinase	Tchem	Serine/threonine-protein kinase Nek11
P51956	NEK3	Kinase	Tchem	Serine/threonine-protein kinase Nek3
P22392	NME1-NME2	Kinase	Tbio	Nucleoside diphosphate kinase B
P56597	NME5	Kinase	Tbio	Nucleoside diphosphate kinase homolog 5
P48145	NPBWR1	GPCR	Tchem	Neuropeptides B/W receptor type 1
P29371	TACR3	GPCR	Tchem	Neuromedin-K receptor
P28336	NMBR	GPCR	Tchem	Neuromedin-B receptor
O60391	GRIN3B	IC	Tclin	Glutamate receptor ionotropic, NMDA 3B
O60361	NME2P1	Kinase	Tdark	Putative nucleoside diphosphate kinase
Q6P3R8	NEK5	Kinase	Tchem	Serine/threonine-protein kinase Nek5
Q86SG6	NEK8	Kinase	Tbio	Serine/threonine-protein kinase Nek8
Q6W5P4	NPSR1	GPCR	Tchem	Neuropeptide S receptor
P51843	NR0B1	NR	Tbio	Nuclear receptor subfamily 0 group B member 1
Q14995	NR1D2	NR	Tchem	Nuclear receptor subfamily 1 group D member 2
O75469	NR1I2	NR	Tchem	Nuclear receptor subfamily 1 group I member 2
P13056	NR2C1	NR	Tbio	Nuclear receptor subfamily 2 group C member 1
Q9UHY1	NRBP1	Kinase	Tbio	Nuclear receptor-binding protein
Q9UBE8	NLK	Kinase	Tchem	Serine/threonine-protein kinase NLK
Q13224	GRIN2B	IC	Tclin	Glutamate receptor ionotropic, NMDA 2B
Q9GZQ4	NMUR2	GPCR	Tchem	Neuromedin-U receptor 2
Q9GZQ6	NPFFR1	GPCR	Tchem	Neuropeptide FF receptor 1
P25929	NPY1R	GPCR	Tchem	Neuropeptide Y receptor type 1
Q99463	NPY6R	GPCR	Tbio	Putative neuropeptide Y receptor type 6
Q15466	NR0B2	NR	Tchem	Nuclear receptor subfamily 0 group B member 2
P20393	NR1D1	NR	Tchem	Nuclear receptor subfamily 1 group D member 1
Q7Z2Y5	NRK	Kinase	Tdark	Nik-related protein kinase
Q13232	NME3	Kinase	Tbio	Nucleoside diphosphate kinase 3
P25103	TACR1	GPCR	Tclin	Substance-P receptor
P21452	TACR2	GPCR	Tchem	Substance-K receptor
O75414	NME6	Kinase	Tbio	Nucleoside diphosphate kinase 6
P51957	NEK4	Kinase	Tchem	Serine/threonine-protein kinase Nek4
Q8TDX7	NEK7	Kinase	Tchem	Serine/threonine-protein kinase Nek7
Q8TD19	NEK9	Kinase	Tchem	Serine/threonine-protein kinase Nek9
P48146	NPBWR2	GPCR	Tbio	Neuropeptides B/W receptor type 2
P55055	NR1H2	NR	Tchem	Oxysterols receptor LXR-beta
Q15406	NR6A1	NR	Tbio	Nuclear receptor subfamily 6 group A member 1
Q6ZWH5	NEK10	Kinase	Tdark	Serine/threonine-protein kinase Nek10
Q96PY6	NEK1	Kinase	Tchem	Serine/threonine-protein kinase Nek1
P51955	NEK2	Kinase	Tchem	Serine/threonine-protein kinase Nek2
Q9Y6K9	IKBKG	Kinase	Tbio	NF-kappa-B essential modulator
Q8IY84	NIM1K	Kinase	Tchem	Serine/threonine-protein kinase NIM1
P15531	NME1	Kinase	Tbio	Nucleoside diphosphate kinase A
O00746	NME4	Kinase	Tbio	Nucleoside diphosphate kinase, mitochondrial
Q12879	GRIN2A	IC	Tclin	Glutamate receptor ionotropic, NMDA 2A
Q14957	GRIN2C	IC	Tclin	Glutamate receptor ionotropic, NMDA 2C
Q9NSY0	NRBP2	Kinase	Tdark	Nuclear receptor-binding protein 2
P30989	NTSR1	GPCR	Tchem	Neurotensin receptor type 1
O95665	NTSR2	GPCR	Tchem	Neurotensin receptor type 2
P49116	NR2C2	NR	Tchem	Nuclear receptor subfamily 2 group C member 2
Q9Y5X4	NR2E3	NR	Tbio	Photoreceptor-specific nuclear receptor
P22736	NR4A1	NR	Tchem	Nuclear receptor subfamily 4 group A member 1
O00482	NR5A2	NR	Tchem	Nuclear receptor subfamily 5 group A member 2
Q9H207	OR10A5	GPCR	Tdark	Olfactory receptor 10A5
Q8NGN5	OR10G8	GPCR	Tdark	Olfactory receptor 10G8
Q9Y4A9	OR10H1	GPCR	Tdark	Olfactory receptor 10H1
Q8NGA5	OR10H4	GPCR	Tdark	Olfactory receptor 10H4
Q5JRS4	OR10J3	GPCR	Tdark	Olfactory receptor 10J3
Q8NGY7	OR10J6P	GPCR	Tdark	Putative olfactory receptor 10J6
Q6IF99	OR10K2	GPCR	Tdark	Olfactory receptor 10K2
Q8NGX6	OR10R2	GPCR	Tdark	Olfactory receptor 10R2
Q9GZK7	OR11A1	GPCR	Tdark	Olfactory receptor 11A1
Q8NGR1	OR13A1	GPCR	Tdark	Olfactory receptor 13A1
Q8NGS8	OR13C5	GPCR	Tdark	Olfactory receptor 13C5
Q8NGT0	OR13C9	GPCR	Tdark	Olfactory receptor 13C9
Q8NGT2	OR13J1	GPCR	Tdark	Olfactory receptor 13J1
Q96R54	OR14A2	GPCR	Tdark	Olfactory receptor 14A2
A6ND48	OR14I1	GPCR	Tdark	Olfactory receptor 14I1
Q96R47	OR2A14	GPCR	Tdark	Olfactory receptor 2A14
A6NM03	OR2AG2	GPCR	Tdark	Olfactory receptor 2AG2
Q8NGE2	OR2AP1	GPCR	Tdark	Olfactory receptor 2AP1
Q8NH04	OR2T27	GPCR	Tdark	Olfactory receptor 2T27
Q8NG76	OR2T33	GPCR	Tdark	Olfactory receptor 2T33
Q8NH70	OR4A16	GPCR	Tdark	Olfactory receptor 4A16
Q6IF82	OR4A47	GPCR	Tdark	Olfactory receptor 4A47
Q8NGA8	OR4F17	GPCR	Tdark	Olfactory receptor 4F17
Q8NH64	OR51A7	GPCR	Tdark	Olfactory receptor 51A7
Q8NGF3	OR51D1	GPCR	Tdark	Olfactory receptor 51D1
Q9H255	OR51E2	GPCR	Tbio	Olfactory receptor 51E2
Q9H2C5	OR52A5	GPCR	Tdark	Olfactory receptor 52A5
Q8NGF0	OR52B6	GPCR	Tdark	Olfactory receptor 52B6
Q8NH55	OR52E5	GPCR	Tdark	Olfactory receptor 52E5
Q8NGK6	OR52I1	GPCR	Tdark	Olfactory receptor 52I1
Q8NH67	OR52I2	GPCR	Tdark	Olfactory receptor 52I2
Q8NGH7	OR52L1	GPCR	Tdark	Olfactory receptor 52L1
Q8NH57	OR52P1P	GPCR	Tdark	Putative olfactory receptor 52P1
Q8NGH5	OR56A1	GPCR	Tdark	Olfactory receptor 56A1
P0C7T3	OR56A5	GPCR	Tdark	Olfactory receptor 56A5
P0C628	OR5AC1	GPCR	Tdark	Olfactory receptor 5AC1
P0C617	OR5AL1	GPCR	Tdark	Olfactory receptor 5AL1
Q8N127	OR5AS1	GPCR	Tdark	Olfactory receptor 5AS1
A6NDL8	OR6C68	GPCR	Tdark	Olfactory receptor 6C68
A6NL08	OR6C75	GPCR	Tdark	Olfactory receptor 6C75
P04629	NTRK1	Kinase	Tchem	High affinity nerve growth factor receptor
Q9Y5X5	NPFFR2	GPCR	Tchem	Neuropeptide FF receptor 2
P49146	NPY2R	GPCR	Tchem	Neuropeptide Y receptor type 2
P50391	NPY4R	GPCR	Tchem	Neuropeptide Y receptor type 4
Q15761	NPY5R	GPCR	Tchem	Neuropeptide Y receptor type 5
P10588	NR2F6	NR	Tbio	Nuclear receptor subfamily 2 group F member 6
P43354	NR4A2	NR	Tchem	Nuclear receptor subfamily 4 group A member 2
Q92570	NR4A3	NR	Tbio	Nuclear receptor subfamily 4 group A member 3
Q13133	NR1H3	NR	Tchem	Oxysterols receptor LXR-alpha
Q96RI1	NR1H4	NR	Tclin	Bile acid receptor
Q9Y466	NR2E1	NR	Tbio	Nuclear receptor subfamily 2 group E member 1
Q16620	NTRK2	Kinase	Tchem	BDNF/NT-3 growth factors receptor
O60285	NUAK1	Kinase	Tchem	NUAK family SNF1-like kinase 1
Q8TCU5	GRIN3A	IC	Tclin	Glutamate receptor ionotropic, NMDA 3A
O15399	GRIN2D	IC	Tclin	Glutamate receptor ionotropic, NMDA 2D
Q05586	GRIN1	IC	Tclin	Glutamate receptor ionotropic, NMDA 1
Q9HB89	NMUR1	GPCR	Tbio	Neuromedin-U receptor 1
Q14994	NR1I3	NR	Tchem	Nuclear receptor subfamily 1 group I member 3
Q9NPI5	NMRK2	Kinase	Tbio	Nicotinamide riboside kinase 2
Q13153	PAK1	Kinase	Tchem	Serine/threonine-protein kinase PAK 1
O96013	PAK4	Kinase	Tchem	Serine/threonine-protein kinase PAK 4
Q13258	PTGDR	GPCR	Tclin	Prostaglandin D2 receptor
P07205	PGK2	Kinase	Tbio	Phosphoglycerate kinase 2
